TD00001,1,0.45509976,0,R001
TD00002,2,0.095497101,0,R001
TD00003,3,0.422802623,0,R001
TD00004,4,0.103572923,0,R001
TD00005,5,0.982936845,0,R001
TD00006,6,0.551762289,0,R001
TD00007,7,0.485438979,0,R001
TD00008,8,0.980781143,0,R001
TD00009,9,0.658908954,0,R001
TD00010,10,0.0722694,0,R001
TD00011,11,0.301084345,0,R001
TD00012,12,0.092531827,0,R001
TD00013,13,0.720073584,0,R001
TD00014,14,0.459752564,0,R001
TD00015,15,0.603712175,0,R001
TD00016,16,0.220317064,0,R001
TD00017,17,0.610396203,0,R001
TD00018,18,0.336556991,0,R001
TD00019,19,0.998219888,0,R001
TD00020,20,0.793758069,0,R001
TD00021,21,0.996122944,0,R001
TD00022,22,0.319995382,0,R001
TD00023,23,0.847095923,0,R001
TD00024,24,0.073072962,0,R001
TD00025,25,0.978449159,0,R001
TD00026,26,0.080142305,0,R001
TD00027,27,0.900044246,0,R001
TD00028,28,0.005354373,0,R001
TD00029,29,0.787829004,0,R001
TD00030,30,0.058722908,0,R001
TD00031,31,0.97217665,0,R001
TD00032,32,0.077667579,0,R001
TD00033,33,0.35794604,0,R001
TD00034,34,0.796670139,0,R001
TD00035,35,0.475020424,0,R001
TD00036,36,0.635931789,0,R001
TD00037,37,0.543574357,0,R001
TD00038,38,0.47161904,0,R001
TD00039,39,0.260374219,0,R001
TD00040,40,0.704512666,0,R001
TD00041,41,0.892542438,0,R001
TD00042,42,0.071277351,0,R001
TD00043,43,0.663938631,0,R001
TD00044,44,0.220655478,0,R001
TD00045,45,0.357289506,0,R001
TD00046,46,0.772221025,0,R001
TD00047,47,0.710165991,0,R001
TD00048,48,0.7484466,0,R001
TD00049,49,0.864416068,0,R001
TD00050,50,0.601595563,0,R001
TD00051,51,0.500962052,0,R001
TD00052,52,0.77094555,0,R001
TD00053,53,0.503509649,0,R001
TD00054,54,0.983747777,0,R001
TD00055,55,0.478004873,0,R001
TD00056,56,0.196546377,0,R001
TD00057,57,0.319276525,0,R001
TD00058,58,0.353207252,0,R001
TD00059,59,0.839649928,0,R001
TD00060,60,0.109296165,0,R001
TD00061,1,0.12016651,0,R002
TD00062,2,0.28666507,0,R002
TD00063,3,0.833830522,0,R002
TD00064,4,0.529099655,0,R002
TD00065,5,0.291194927,0,R002
TD00066,6,0.696487027,0,R002
TD00067,7,0.036362226,0,R002
TD00068,8,0.959580452,0,R002
TD00069,9,0.387074741,0,R002
TD00070,10,0.647583815,0,R002
TD00071,11,0.345599426,0,R002
TD00072,12,0.675781568,0,R002
TD00073,13,0.903442067,0,R002
TD00074,14,0.514707659,0,R002
TD00075,15,0.596473804,0,R002
TD00076,16,0.578183687,0,R002
TD00077,17,0.666308559,0,R002
TD00078,18,0.465405473,0,R002
TD00079,19,0.849805731,0,R002
TD00080,20,0.576071241,0,R002
TD00081,21,0.746341481,0,R002
TD00082,22,0.683796631,0,R002
TD00083,23,0.641394136,0,R002
TD00084,24,0.210726874,0,R002
TD00085,25,0.951858066,0,R002
TD00086,26,0.299567879,0,R002
TD00087,27,0.350139427,0,R002
TD00088,28,0.195717859,0,R002
TD00089,29,0.256806944,0,R002
TD00090,30,0.514550477,0,R002
TD00091,31,0.391979017,0,R002
TD00092,32,0.956768471,0,R002
TD00093,33,0.156493071,0,R002
TD00094,34,0.714661533,0,R002
TD00095,35,0.320779275,0,R002
TD00096,36,0.277536918,0,R002
TD00097,37,0.212753324,0,R002
TD00098,38,0.771573374,0,R002
TD00099,39,0.387803207,0,R002
TD00100,40,0.575648107,0,R002
TD00101,41,0.857697759,0,R002
TD00102,42,0.160830795,0,R002
TD00103,43,0.699210518,0,R002
TD00104,44,0.501087426,0,R002
TD00105,45,0.25409215,0,R002
TD00106,46,0.029462293,0,R002
TD00107,47,0.468327337,0,R002
TD00108,48,0.333055111,0,R002
TD00109,49,0.409657709,0,R002
TD00110,50,0.873996881,0,R002
TD00111,51,0.959587148,0,R002
TD00112,52,0.989164968,0,R002
TD00113,53,0.422925379,0,R002
TD00114,54,0.285483957,0,R002
TD00115,55,0.989444651,0,R002
TD00116,56,0.551436193,0,R002
TD00117,57,0.805071042,0,R002
TD00118,58,0.571293754,0,R002
TD00119,59,0.675154018,0,R002
TD00120,60,0.167944811,0,R002
TD00121,1,0.254001729,0,R003
TD00122,2,0.706028571,0,R003
TD00123,3,0.132973912,0,R003
TD00124,4,0.682595461,0,R003
TD00125,5,0.584472178,0,R003
TD00126,6,0.560171356,0,R003
TD00127,7,0.451359841,0,R003
TD00128,8,0.179096913,0,R003
TD00129,9,0.192024894,0,R003
TD00130,10,0.215798512,0,R003
TD00131,11,0.391059242,0,R003
TD00132,12,0.655685586,0,R003
TD00133,13,0.363777467,0,R003
TD00134,14,0.087981716,0,R003
TD00135,15,0.26380355,0,R003
TD00136,16,0.498637006,0,R003
TD00137,17,0.724693505,0,R003
TD00138,18,0.465544895,0,R003
TD00139,19,0.108536517,0,R003
TD00140,20,0.189931745,0,R003
TD00141,21,0.945704198,0,R003
TD00142,22,0.9326601,0,R003
TD00143,23,0.323782524,0,R003
